Stichdatum,PLZ,Geschlecht,Nachname,Anzahl,Rang,ORTBEZ18
2020-10-01,2503,w,Moser,43,1,Biel/Bienne
2020-10-01,8864,m,Mettler,79,2,Reichenburg
2020-10-01,2503,m,Müller,50,1,Biel/Bienne
2020-10-01,8865,w,Stüssi,14,2,Bilten
2020-10-01,2503,m,Studer,37,2,Biel/Bienne
2020-10-01,8865,w,Gallati,12,5,Bilten
2020-10-01,2503,m,Moser,28,5,Biel/Bienne
2020-10-01,8865,w,Landolt,12,5,Bilten
2020-10-01,2504,w,Sorbello,42,1,Biel/Bienne
2020-10-01,8865,m,Lienhard,24,1,Bilten
2020-10-01,2504,w,Fasnacht,30,3,Biel/Bienne
2020-10-01,8865,m,Schmid,14,4,Bilten
2020-10-01,2504,w,Schmid,28,4,Biel/Bienne
2020-10-01,8866,m,n/a,5,4,Ziegelbrücke
2020-10-01,2504,w,Steiner,25,5,Biel/Bienne
2020-10-01,8867,w,Tolaj,25,3,Niederurnen
2020-10-01,2504,m,Schmid,23,4,Biel/Bienne
2020-10-01,8867,m,Stüssi,28,2,Niederurnen
2020-10-01,2504,m,Meier,22,5,Biel/Bienne
2020-10-01,8867,m,Kistler,26,4,Niederurnen
2020-10-01,2505,w,Müller,9,1,Biel/Bienne
2020-10-01,8867,m,Schlittler,23,5,Niederurnen
2020-10-01,2505,m,Weber,6,4,Biel/Bienne
2020-10-01,8868,w,Noser,27,2,Oberurnen
2020-10-01,2512,m,Hirt,10,1,Tüscherz-Alfermée
2020-10-01,8872,w,Hämmerli,30,1,Weesen
2020-10-01,2512,m,n/a,4,3,Tüscherz-Alfermée
2020-10-01,8872,m,Wolf,30,2,Weesen
2020-10-01,2512,m,n/a,3,5,Tüscherz-Alfermée
2020-10-01,8873,w,Maier,20,5,Amden
2020-10-01,2513,w,Feitknecht,14,2,Twann
2020-10-01,8873,m,Boos,38,4,Amden
2020-10-01,2513,m,Fontana,16,2,Twann
2020-10-01,8873,m,Rüdisüli,30,5,Amden
2020-10-01,2513,m,Feitknecht,11,4,Twann
2020-10-01,8874,w,Dürst,8,1,Mühlehorn
2020-10-01,2513,m,Thiébaud,10,5,Twann
2020-10-01,8874,m,Küng,7,3,Mühlehorn
2020-10-01,2514,w,Mürset,15,1,Ligerz
2020-10-01,8874,m,n/a,5,5,Mühlehorn
2020-10-01,2514,w,Martin,12,3,Ligerz
2020-10-01,8877,m,Zeller,22,1,Murg
2020-10-01,2514,w,Andrey,7,5,Ligerz
2020-10-01,8877,m,Meier,16,2,Murg
2020-10-01,2514,w,Bourquin,7,5,Ligerz
2020-10-01,8878,w,n/a,5,1,Quinten
2020-10-01,2515,w,Gauchat,17,2,Prêles
2020-10-01,8878,w,n/a,3,3,Quinten
2020-10-01,2515,w,Schwab,11,3,Prêles
2020-10-01,8878,w,n/a,2,4,Quinten
2020-10-01,2515,w,Fernandes,8,5,Prêles
2020-10-01,8878,m,n/a,4,2,Quinten
2020-10-01,2515,m,Blösch,13,3,Prêles
2020-10-01,8880,m,Wildhaber,55,1,Walenstadt
2020-10-01,2515,m,Schwab,10,5,Prêles
2020-10-01,8880,m,Eberle,29,4,Walenstadt
2020-10-01,2516,w,Sunier,8,3,Lamboing
2020-10-01,8881,w,Lendi,10,1,Walenstadtberg/Tscherlach
2020-10-01,2516,m,Flückiger,10,3,Lamboing
2020-10-01,8882,w,Meyer,24,1,Unterterzen
2020-10-01,2517,m,Bourquin,21,1,Diesse
2020-10-01,8882,m,Meyer,21,3,Unterterzen
2020-10-01,2517,m,Lecomte,13,2,Diesse
2020-10-01,8882,m,Schmid,15,5,Unterterzen
2020-10-01,2518,w,Rollier,15,3,Nods
2020-10-01,8883,w,Walser,19,1,Quarten
2020-10-01,2518,w,Droz,9,4,Nods
2020-10-01,8883,w,Giger,9,4,Quarten
2020-10-01,2518,w,Conrad,8,5,Nods
2020-10-01,8883,m,Pfiffner,18,1,Quarten
2020-10-01,2518,m,Amstutz,8,4,Nods
2020-10-01,8883,m,Giger,12,3,Quarten
2020-10-01,2520,w,Honsberger,25,1,La Neuveville
2020-10-01,8884,w,Ruesch,6,4,Oberterzen
2020-10-01,2520,w,Kurth,20,2,La Neuveville
2020-10-01,8884,w,Willi,6,4,Oberterzen
2020-10-01,2520,m,Kurth,18,2,La Neuveville
2020-10-01,8884,m,Gubser,50,1,Oberterzen
2020-10-01,2520,m,Bourquin,17,3,La Neuveville
2020-10-01,8884,m,Kessler,11,2,Oberterzen
2020-10-01,2523,w,Bonjour,25,1,Lignières
2020-10-01,8884,m,Ruesch,8,3,Oberterzen
2020-10-01,2523,w,Fridez,10,2,Lignières
2020-10-01,8885,w,Manhart,18,2,Mols
2020-10-01,2523,w,Müller,9,4,Lignières
2020-10-01,8885,w,Thoma,17,3,Mols
2020-10-01,2523,m,Chiffelle,14,2,Lignières
2020-10-01,8885,m,Hug,18,1,Mols
2020-10-01,2523,m,Geiser,14,2,Lignières
2020-10-01,8885,m,Schlegel,11,4,Mols
2020-10-01,2525,w,Muriset,22,4,Le Landeron
2020-10-01,8885,m,Bucher,10,5,Mols
2020-10-01,2525,m,Gutaj,35,2,Le Landeron
2020-10-01,8887,w,Good,155,1,Mels
2020-10-01,2525,m,Musumeci,19,4,Le Landeron
2020-10-01,8887,w,Ackermann,144,2,Mels
2020-10-01,2525,m,Racine,18,5,Le Landeron
2020-10-01,8887,w,Hobi,81,3,Mels
2020-10-01,2532,w,n/a,5,3,Magglingen/Macolin
2020-10-01,8887,m,Hobi,88,3,Mels
2020-10-01,2533,m,Crochat,20,2,Evilard
2020-10-01,8888,w,Ackermann,75,1,Heiligkreuz (Mels)
2020-10-01,2534,w,Devaux,17,3,Orvin/Les Prés-d'Orvin
2020-10-01,8888,w,Bärtsch,43,2,Heiligkreuz (Mels)
2020-10-01,2534,w,Grosjean,15,5,Orvin/Les Prés-d'Orvin
2020-10-01,8889,w,Schlegel,8,5,Plons
2020-10-01,2534,m,Villard,19,3,Orvin/Les Prés-d'Orvin
2020-10-01,8889,w,Rupp,8,5,Plons
2020-10-01,8889,m,Good,46,1,Plons
2020-10-01,8889,m,Willi,17,3,Plons
2020-10-01,8889,m,Hobi,15,4,Plons
2020-10-01,8890,m,Kurath,29,5,Flums
2020-10-01,8892,w,Hobi,15,3,Berschis
2020-10-01,8892,w,Nadig,12,4,Berschis
2020-10-01,8892,w,Thomann,10,5,Berschis
2020-10-01,8892,m,Gall,24,1,Berschis
2020-10-01,8893,w,Hobi,11,3,Flums Hochwiese
2020-10-01,8893,m,Marthy,11,2,Flums Hochwiese
2020-10-01,8893,m,Bless,8,4,Flums Hochwiese
2020-10-01,8894,w,Loop,11,3,Flumserberg Saxli
2020-10-01,8895,w,Eberle,15,1,Flumserberg Portel
2020-10-01,8895,w,Dort,9,3,Flumserberg Portel
2020-10-01,8895,w,n/a,5,5,Flumserberg Portel
2020-10-01,8895,m,n/a,5,5,Flumserberg Portel
2020-10-01,8897,w,Beeler,8,3,Flumserberg Theim
2020-10-01,8897,w,Kurath,6,4,Flumserberg Theim
2020-10-01,8897,m,Bless,12,1,Flumserberg Theim
2020-10-01,8897,m,Nadig,9,3,Flumserberg Theim
2020-10-01,8897,m,Bruggmann,6,5,Flumserberg Theim
2020-10-01,8898,m,Bozanja,11,1,Flumserberg Tboden
2020-10-01,8898,m,Müller,8,2,Flumserberg Tboden
2020-10-01,8902,w,Baumann,21,5,Urdorf
2020-10-01,8903,w,Keller,21,2,Birmensdorf ZH
2020-10-01,8903,w,Zimmermann,18,4,Birmensdorf ZH
2020-10-01,8903,w,Weber,16,5,Birmensdorf ZH
2020-10-01,8903,m,Müller,20,3,Birmensdorf ZH
2020-10-01,8904,w,Müller,11,3,Aesch ZH
2020-10-01,8904,w,Kümmerli,8,4,Aesch ZH
2020-10-01,8904,w,Steiner,7,5,Aesch ZH
2020-10-01,8904,m,Scherrer,8,4,Aesch ZH
2020-10-01,8904,m,Kümmerli,7,5,Aesch ZH
2020-10-01,8905,w,Frei,10,5,Arni AG/Islisberg
2020-10-01,8906,w,Müller,22,3,Bonstetten
2020-10-01,8906,m,Hasler,25,4,Bonstetten
2020-10-01,8907,w,Meier,17,3,Wettswil
2020-10-01,8907,m,Huber,19,3,Wettswil
2020-10-01,8907,m,Keller,17,4,Wettswil
2020-10-01,8908,w,Jann,17,2,Hedingen
2020-10-01,8908,w,Schmid,16,4,Hedingen
2020-10-01,8908,m,Sahli,16,3,Hedingen
2020-10-01,8908,m,Huber,15,5,Hedingen
2020-10-01,8909,w,Zimmermann,10,1,Zwillikon
2020-10-01,8909,w,Stutz,9,2,Zwillikon
2020-10-01,8909,w,Schneebeli,8,4,Zwillikon
2020-10-01,8909,m,Schneebeli,9,2,Zwillikon
2020-10-01,8909,m,Stutz,9,2,Zwillikon
2020-10-01,8909,m,Stähli,9,2,Zwillikon
2020-10-01,8910,w,Müller,36,2,Affoltern am Albis
2020-10-01,8910,w,Schmid,28,4,Affoltern am Albis
2020-10-01,8910,m,Müller,40,1,Affoltern am Albis
2020-10-01,8910,m,Shala,30,5,Affoltern am Albis
2020-10-01,8911,w,Müller,8,5,Rifferswil
2020-10-01,8911,m,Roth,11,1,Rifferswil
2020-10-01,8911,m,Baer,8,2,Rifferswil
2020-10-01,8911,m,Haller,8,2,Rifferswil
2020-10-01,8911,m,Kehrli,8,2,Rifferswil
2020-10-01,8912,w,Huber,20,2,Obfelden
2020-10-01,8912,w,Weber,18,4,Obfelden
2020-10-01,8912,w,Marfurt,18,4,Obfelden
2020-10-01,8913,w,Sidler,17,2,Ottenbach
2020-10-01,8913,w,Hegetschweiler,15,3,Ottenbach
2020-10-01,8913,w,Funk,13,4,Ottenbach
2020-10-01,8913,w,Weber,13,4,Ottenbach
2020-10-01,8913,m,Hegetschweiler,17,3,Ottenbach
2020-10-01,8913,m,Egger,17,3,Ottenbach
2020-10-01,8914,w,Spinner,10,2,Aeugst am Albis/Aeugstertal
2020-10-01,8914,w,Meier,9,3,Aeugst am Albis/Aeugstertal
2020-10-01,8914,w,Bachmann,8,4,Aeugst am Albis/Aeugstertal
2020-10-01,8914,m,Frei,9,2,Aeugst am Albis/Aeugstertal
2020-10-01,8914,m,Spinner,9,2,Aeugst am Albis/Aeugstertal
2020-10-01,8915,m,Odermatt,12,3,Hausen am Albis
2020-10-01,8915,m,Studer,11,5,Hausen am Albis
2020-10-01,8915,m,Müller,11,5,Hausen am Albis
2020-10-01,8916,w,Huber,27,1,Jonen
2020-10-01,8916,w,Fröhli,13,3,Jonen
2020-10-01,8916,w,Fischer,12,4,Jonen
2020-10-01,8916,m,Huber,27,1,Jonen
2020-10-01,8916,m,Fischer,17,3,Jonen
2020-10-01,8916,m,Hausherr,15,4,Jonen
2020-10-01,8917,w,Hagenbuch,38,1,Oberlunkhofen
2020-10-01,8917,m,Hagenbuch,34,1,Oberlunkhofen
2020-10-01,8917,m,Gumann,17,2,Oberlunkhofen
2020-10-01,8918,m,Stutz,18,2,Unterlunkhofen
2020-10-01,8918,m,Müller,12,3,Unterlunkhofen
2020-10-01,8919,w,Schumacher,9,4,Rottenschwil
2020-10-01,8919,m,Abt,11,2,Rottenschwil
2020-10-01,8919,m,Schumacher,10,3,Rottenschwil
2020-10-01,8919,m,Hoppler,7,4,Rottenschwil
2020-10-01,8925,w,n/a,5,2,Ebertswil
2020-10-01,8926,w,Berger,10,3,Kappel am Albis/Hauptikon/Uerzlikon
2020-10-01,8932,w,Suter,37,1,Mettmenstetten
2020-10-01,8932,w,Meier,21,5,Mettmenstetten
2020-10-01,8932,m,Müller,52,1,Mettmenstetten
2020-10-01,8932,m,Huber,23,5,Mettmenstetten
2020-10-01,8933,w,Studer,15,1,Maschwanden
2020-10-01,8933,m,Bachmann,7,3,Maschwanden
2020-10-01,8933,m,Wetli,7,3,Maschwanden
2020-10-01,8933,m,Frei,6,5,Maschwanden
2020-10-01,8934,w,Baumgartner,8,5,Knonau
2020-10-01,8934,w,Müller,8,5,Knonau
2020-10-01,8934,m,Huber,15,1,Knonau
2020-10-01,8934,m,Iten,12,2,Knonau
2020-10-01,8942,w,Huber,21,3,Oberrieden
2020-10-01,8942,w,Leuthold,18,5,Oberrieden
2020-10-01,8942,m,Suter,23,2,Oberrieden
2020-10-01,8942,m,Buchmann,21,3,Oberrieden
2020-10-01,8942,m,Huber,20,4,Oberrieden
2020-10-01,8951,w,Ahmeti,9,3,Fahrweid
2020-10-01,8951,w,Cikaj,8,5,Fahrweid
2020-10-01,8951,m,Colak,10,1,Fahrweid
2020-10-01,8951,m,Sadiku,9,2,Fahrweid
2020-10-01,8951,m,Arifi,8,5,Fahrweid
2020-10-01,8951,m,Gasser,8,5,Fahrweid
2020-10-01,8952,w,Meier,44,1,Schlieren
2020-10-01,8953,w,Müller,91,1,Dietikon
2020-10-01,8953,m,Meier,90,2,Dietikon
2020-10-01,8953,m,Ramadani,54,3,Dietikon
2020-10-01,8954,w,Meier,28,1,Geroldswil
2020-10-01,8954,m,Meier,29,1,Geroldswil
2020-10-01,8954,m,Demhartner,10,5,Geroldswil
2020-10-01,8955,w,Meier,18,1,Oetwil a.d. Limmat
2020-10-01,8955,w,Schmid,8,5,Oetwil a.d. Limmat
2020-10-01,8955,m,Schmid,15,2,Oetwil a.d. Limmat
2020-10-01,8955,m,Frei,11,4,Oetwil a.d. Limmat
2020-10-01,8956,w,Odermatt,20,2,Killwangen
2020-10-01,8956,w,Bernasconi,15,3,Killwangen
2020-10-01,8956,w,Schraner,10,5,Killwangen
2020-10-01,8957,w,Krasniqi,35,1,Spreitenbach
2020-10-01,8957,w,Sinani,30,3,Spreitenbach
2020-10-01,8957,m,Müller,27,2,Spreitenbach
2020-10-01,8962,w,Müller,28,1,Bergdietikon
2020-10-01,8962,m,Fischer,15,2,Bergdietikon
2020-10-01,8962,m,Huber,13,4,Bergdietikon
2020-10-01,8962,m,Meier,12,5,Bergdietikon
2020-10-01,8964,w,Hüsser,24,2,Rudolfstetten
2020-10-01,8964,w,Keller,19,3,Rudolfstetten
2020-10-01,8964,w,Pianta,15,5,Rudolfstetten
2020-10-01,8964,m,Hüsser,28,2,Rudolfstetten
2020-10-01,8964,m,Huber,26,3,Rudolfstetten
2020-10-01,8965,w,Schmid,31,1,Berikon
2020-10-01,8965,w,Keller,27,4,Berikon
2020-10-01,8965,m,Koller,32,2,Berikon
2020-10-01,8965,m,Meier,26,5,Berikon
2020-10-01,8966,w,Müller,16,4,Oberwil-Lieli
2020-10-01,8966,m,Koller,37,1,Oberwil-Lieli
2020-10-01,8966,m,Huber,15,5,Oberwil-Lieli
2020-10-01,8967,w,Müller,39,1,Widen
2020-10-01,8967,w,Kaufmann,23,3,Widen
2020-10-01,8967,m,Mattenberger,27,2,Widen
2020-10-01,8967,m,Fischer,20,5,Widen
2020-10-01,9000,m,Schmid,119,2,St. Gallen
2020-10-01,2534,m,Aufranc,19,3,Orvin/Les Prés-d'Orvin
2020-10-01,9000,m,Schneider,91,4,St. Gallen
2020-10-01,2534,m,Grosjean,18,5,Orvin/Les Prés-d'Orvin
2020-10-01,9000,m,Keller,80,5,St. Gallen
2020-10-01,2534,m,Devaux,18,5,Orvin/Les Prés-d'Orvin
2020-10-01,9008,w,Crous,26,3,St. Gallen
2020-10-01,2535,w,n/a,5,2,Frinvillier
2020-10-01,9008,w,Feurer,21,4,St. Gallen
2020-10-01,2535,w,n/a,3,5,Frinvillier
2020-10-01,9008,m,Giger,30,2,St. Gallen
2020-10-01,2536,w,Grosjean,25,1,Plagne
2020-10-01,9008,m,Benz,23,4,St. Gallen
2020-10-01,2536,m,Ritter,17,2,Plagne
2020-10-01,9008,m,Eberle,20,5,St. Gallen
2020-10-01,2536,m,Voiblet,10,3,Plagne
2020-10-01,9010,w,Widmer,12,2,St. Gallen
2020-10-01,2536,m,n/a,5,5,Plagne
2020-10-01,9010,w,Bolt,10,3,St. Gallen
2020-10-01,2537,w,Bangerter,6,1,Vauffelin
2020-10-01,9010,w,Studer,9,4,St. Gallen
2020-10-01,2537,w,n/a,3,4,Vauffelin
2020-10-01,9011,w,Schmid,11,1,St. Gallen
2020-10-01,2537,m,Grosjean,6,2,Vauffelin
2020-10-01,9012,w,Schmid,21,1,St. Gallen
2020-10-01,2537,m,Huguelet,6,2,Vauffelin
2020-10-01,9012,w,Brunner,7,5,St. Gallen
2020-10-01,2537,m,n/a,4,4,Vauffelin
2020-10-01,9012,m,Schmid,19,1,St. Gallen
2020-10-01,2538,w,Da Silva Marques Soares,10,1,Romont BE
2020-10-01,9012,m,Pfister,14,2,St. Gallen
2020-10-01,2538,m,Benoit,6,2,Romont BE
2020-10-01,9012,m,Müller,12,3,St. Gallen
2020-10-01,2540,m,Vogt,39,3,Grenchen
2020-10-01,9012,m,Graf,11,4,St. Gallen
2020-10-01,2542,w,Schneider,25,2,Pieterlen
2020-10-01,9014,w,Krasniqi,20,3,St. Gallen
2020-10-01,2542,w,Stalder,18,3,Pieterlen
2020-10-01,9014,m,Schmid,29,2,St. Gallen
2020-10-01,2542,w,Gerber,13,4,Pieterlen
2020-10-01,9014,m,Koller,22,4,St. Gallen
2020-10-01,2542,m,Stalder,14,4,Pieterlen
2020-10-01,9014,m,Huber,21,5,St. Gallen
2020-10-01,2543,w,Spahr,29,2,Lengnau BE
2020-10-01,9015,w,Krasniqi,24,1,St. Gallen
2020-10-01,2543,w,Wolf,25,4,Lengnau BE
2020-10-01,9015,w,Ukgjini,10,4,St. Gallen
2020-10-01,2543,w,Schlup,21,5,Lengnau BE
2020-10-01,9015,m,Berisha,14,3,St. Gallen
2020-10-01,2543,m,Spahr,31,2,Lengnau BE
2020-10-01,9015,m,Bruderer,12,5,St. Gallen
2020-10-01,2543,m,Rüfli,20,5,Lengnau BE
2020-10-01,9015,m,Schläpfer,12,5,St. Gallen
2020-10-01,2544,w,Marti,33,1,Bettlach
2020-10-01,9016,m,Keller,29,3,St. Gallen
2020-10-01,2544,w,Walker,33,1,Bettlach
2020-10-01,9016,m,Egger,23,4,St. Gallen
2020-10-01,2544,w,von Burg,31,3,Bettlach
2020-10-01,9016,m,Rashidi,22,5,St. Gallen
2020-10-01,2544,m,Marti,33,2,Bettlach
2020-10-01,9030,w,Schmid,32,1,Abtwil SG/St. Josefen
2020-10-01,2545,w,Kocher,25,3,Selzach
2020-10-01,9030,w,Bühler,28,3,Abtwil SG/St. Josefen
2020-10-01,2545,w,Von Burg,22,5,Selzach
2020-10-01,9030,m,Hasler,66,1,Abtwil SG/St. Josefen
2020-10-01,2545,m,Rudolf,23,4,Selzach
2020-10-01,9030,m,Bühler,22,4,Abtwil SG/St. Josefen
2020-10-01,2545,m,von Burg,16,5,Selzach
2020-10-01,9030,m,Keller,21,5,Abtwil SG/St. Josefen
2020-10-01,2552,w,Müller,17,1,Orpund
2020-10-01,9032,w,Huber,12,5,Engelburg
2020-10-01,2552,w,Hänni,14,2,Orpund
2020-10-01,9032,m,Bleiker,19,1,Engelburg
2020-10-01,2553,w,Zangger,13,3,Safnern
2020-10-01,9032,m,Müller,14,3,Engelburg
2020-10-01,2553,w,Dick,13,3,Safnern
2020-10-01,9033,w,Broger,13,3,Untereggen
2020-10-01,2553,m,Rihs,32,1,Safnern
2020-10-01,9033,w,Rüttimann,10,5,Untereggen
2020-10-01,2554,w,Zürcher,9,3,Meinisberg
2020-10-01,9033,m,Lanter,18,2,Untereggen
2020-10-01,2554,w,Hänzi,9,3,Meinisberg
2020-10-01,9033,m,Egger,10,4,Untereggen
2020-10-01,2554,m,Brönnimann,10,4,Meinisberg
2020-10-01,9034,w,Egger,42,1,Eggersriet
2020-10-01,2554,m,Baumann,9,5,Meinisberg
2020-10-01,9034,m,Egger,41,1,Eggersriet
2020-10-01,2555,w,Rawyler,19,2,Brügg BE
2020-10-01,9034,m,Hochreutener,23,2,Eggersriet
2020-10-01,2555,w,Steiner,16,3,Brügg BE
2020-10-01,9034,m,Graf,19,4,Eggersriet
2020-10-01,2555,w,Meyer,15,4,Brügg BE
2020-10-01,9035,w,Eugster,14,1,Grub AR
2020-10-01,2555,m,Steiner,18,4,Brügg BE
2020-10-01,9035,m,Graf,14,1,Grub AR
2020-10-01,2556,w,Mühlheim,20,1,Scheuren/Schwadernau
2020-10-01,9035,m,Eugster,11,2,Grub AR
2020-10-01,2556,w,Schneider,9,4,Scheuren/Schwadernau
2020-10-01,9036,w,Bischof,45,1,Grub SG
2020-10-01,2556,w,Meyer,7,5,Scheuren/Schwadernau
2020-10-01,9036,w,n/a,4,5,Grub SG
2020-10-01,2556,m,Maurer,11,2,Scheuren/Schwadernau
2020-10-01,9036,m,Bischof,42,1,Grub SG
2020-10-01,2556,m,Schneider,9,3,Scheuren/Schwadernau
2020-10-01,9037,w,Hollenstein,6,4,Speicherschwendi
2020-10-01,2556,m,Kocher,8,4,Scheuren/Schwadernau
2020-10-01,9037,m,Graf,7,2,Speicherschwendi
2020-10-01,2557,w,Kunz,22,1,Studen BE
2020-10-01,9037,m,Giger,6,4,Speicherschwendi
2020-10-01,2557,w,Müller,14,3,Studen BE
2020-10-01,9038,w,Schläpfer,34,1,Rehetobel
2020-10-01,2557,w,Gerber,13,5,Studen BE
2020-10-01,9038,w,Fischer,24,2,Rehetobel
2020-10-01,2557,m,Müller,21,2,Studen BE
2020-10-01,9038,m,Graf,30,1,Rehetobel
2020-10-01,2557,m,Kocher,18,4,Studen BE
2020-10-01,9038,m,Rohner,27,2,Rehetobel
2020-10-01,2558,w,Kocher,17,1,Aegerten
2020-10-01,9038,m,Zähner,20,3,Rehetobel
2020-10-01,2558,m,Richard,13,2,Aegerten
2020-10-01,9042,w,Lanker,20,3,Speicher
2020-10-01,2558,m,Singh,11,3,Aegerten
2020-10-01,9042,w,Rechsteiner,18,4,Speicher
2020-10-01,2558,m,Heuer,8,5,Aegerten
2020-10-01,9043,w,Kempter,24,2,Trogen
2020-10-01,2560,w,Liechti,17,2,Nidau
2020-10-01,9043,m,Bänziger,20,1,Trogen
2020-10-01,2560,m,Weber,19,3,Nidau
2020-10-01,9043,m,Kempter,17,3,Trogen
2020-10-01,2560,m,Calegari,17,5,Nidau
2020-10-01,9043,m,Nagel,17,3,Trogen
2020-10-01,2560,m,Schmid,17,5,Nidau
2020-10-01,9044,w,Rutz,25,1,Wald AR
2020-10-01,2562,w,Schneider,13,2,Port
2020-10-01,9044,w,Bänziger,7,4,Wald AR
2020-10-01,2562,m,Knuchel,31,1,Port
2020-10-01,9044,m,Weber,9,5,Wald AR
2020-10-01,2562,m,Kocher,19,2,Port
2020-10-01,9050,w,Dörig,149,5,Appenzell Meister./Appenzell/Appenzell Eggerst./Appenzell Enggenh./Appenzell Steinegg/Appenzell Schlatt
2020-10-01,2563,w,Weber,17,2,Ipsach
2020-10-01,9050,m,Inauen,254,1,Appenzell Meister./Appenzell/Appenzell Eggerst./Appenzell Enggenh./Appenzell Steinegg/Appenzell Schlatt
2020-10-01,2563,w,Schwab,14,3,Ipsach
2020-10-01,9050,m,Koller,199,4,Appenzell Meister./Appenzell/Appenzell Eggerst./Appenzell Enggenh./Appenzell Steinegg/Appenzell Schlatt
2020-10-01,2563,w,Müller,13,4,Ipsach
2020-10-01,9052,w,Koller,11,1,Niederteufen
2020-10-01,2563,m,Weber,17,2,Ipsach
2020-10-01,9052,w,Lanker,7,5,Niederteufen
2020-10-01,2563,m,Husain,15,3,Ipsach
2020-10-01,9052,m,Koller,7,3,Niederteufen
2020-10-01,2563,m,Truffer,15,3,Ipsach
2020-10-01,9052,m,Signer,7,3,Niederteufen
2020-10-01,2564,w,Maurer,11,4,Bellmund
2020-10-01,9053,w,Graf,27,2,Teufen AR
2020-10-01,2564,m,Gnägi,37,1,Bellmund
2020-10-01,9053,w,Nef,20,5,Teufen AR
2020-10-01,2564,m,Moser,14,2,Bellmund
2020-10-01,9053,m,Graf,24,3,Teufen AR
2020-10-01,2564,m,Schneider,9,5,Bellmund
2020-10-01,9054,w,Sutter,29,3,Haslen AI
2020-10-01,2565,w,Bickel,6,3,Jens
2020-10-01,9054,w,Gmünder,20,4,Haslen AI
2020-10-01,2565,w,n/a,5,5,Jens
2020-10-01,9054,m,Brülisauer,55,1,Haslen AI
2020-10-01,2572,w,Blösch,15,3,Sutz/Mörigen
2020-10-01,9054,m,Rechsteiner,36,2,Haslen AI
2020-10-01,2572,w,Müller,12,5,Sutz/Mörigen
2020-10-01,9054,m,Hörler,20,4,Haslen AI
2020-10-01,2572,m,Hofmann,22,1,Sutz/Mörigen
2020-10-01,9054,m,Neff,18,5,Haslen AI
2020-10-01,2572,m,Gygax,17,4,Sutz/Mörigen
2020-10-01,9055,w,Freund,16,1,Bühler
2020-10-01,2575,w,Dasen,24,1,Täuffelen/Hagneck/Gerolfingen
2020-10-01,9055,m,Meier,19,1,Bühler
2020-10-01,2575,w,Laubscher,23,2,Täuffelen/Hagneck/Gerolfingen
2020-10-01,9055,m,Freund,14,2,Bühler
2020-10-01,2576,m,Dubler,16,2,Lüscherz
2020-10-01,9055,m,Bruderer,11,3,Bühler
2020-10-01,2576,m,Schneider,8,4,Lüscherz
2020-10-01,9055,m,Arnold,10,5,Bühler
2020-10-01,2577,w,Probst,29,2,Siselen BE/Finsterhennen
2020-10-01,9056,w,Heim,19,3,Gais
2020-10-01,2577,m,Probst,33,2,Siselen BE/Finsterhennen
2020-10-01,9056,w,Fitzi,19,3,Gais
2020-10-01,2577,m,Müller,13,4,Siselen BE/Finsterhennen
2020-10-01,9057,w,Fässler,45,1,Wasserauen/Weissbad/Schwende
2020-10-01,2603,w,Christen,12,2,Péry
2020-10-01,9057,w,Dörig,27,4,Wasserauen/Weissbad/Schwende
2020-10-01,2603,m,Bessire,28,1,Péry
2020-10-01,9057,m,Manser,51,2,Wasserauen/Weissbad/Schwende
2020-10-01,2604,w,n/a,4,4,La Heutte
2020-10-01,9057,m,Dörig,32,4,Wasserauen/Weissbad/Schwende
2020-10-01,2605,w,Gerber,13,1,Sonceboz-Sombeval
2020-10-01,9057,m,Signer,24,5,Wasserauen/Weissbad/Schwende
2020-10-01,2605,w,Molinari,11,2,Sonceboz-Sombeval
2020-10-01,9058,w,Manser,35,1,Brülisau
2020-10-01,2605,m,Gerber,18,1,Sonceboz-Sombeval
2020-10-01,9058,w,Streule,24,3,Brülisau
2020-10-01,2606,w,Renfer,9,3,Corgémont
2020-10-01,9058,w,Neff,16,5,Brülisau
2020-10-01,2606,m,Gerber,12,3,Corgémont
2020-10-01,9058,m,Inauen,47,1,Brülisau
2020-10-01,2606,m,Tschan,11,5,Corgémont
2020-10-01,9058,m,Manser,36,2,Brülisau
2020-10-01,2607,w,Bürgi,12,2,Cortébert
2020-10-01,9058,m,Fässler,21,3,Brülisau
2020-10-01,2607,w,Risse,8,3,Cortébert
2020-10-01,9058,m,Streule,19,4,Brülisau
2020-10-01,2607,w,Leiser,6,5,Cortébert
2020-10-01,9062,m,Mayer,6,1,Lustmühle
2020-10-01,2607,m,Wüthrich,8,2,Cortébert
2020-10-01,9063,w,Müller,24,2,Stein AR
2020-10-01,2607,m,Weingart,8,2,Cortébert
2020-10-01,9063,w,Koller,18,3,Stein AR
2020-10-01,2607,m,Grandjean,7,4,Cortébert
2020-10-01,9063,m,Meier,67,1,Stein AR
2020-10-01,2607,m,Bürgi,7,4,Cortébert
2020-10-01,9063,m,Müller,25,2,Stein AR
2020-10-01,2608,w,Chiha,15,2,Courtelary/Mtgne-Courtelary
2020-10-01,9064,w,Schmid,10,5,Hundwil
2020-10-01,2608,w,Özdemir,10,3,Courtelary/Mtgne-Courtelary
2020-10-01,9064,m,Knöpfel,47,1,Hundwil
2020-10-01,2608,w,Tschan,7,5,Courtelary/Mtgne-Courtelary
2020-10-01,9064,m,Oertle,13,3,Hundwil
